id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
98259,0,36,1,28,0,0,1,38836,124,214,1
98262,1,58,1,41,0,0,1,36844,124,220,1
98266,1,80,1,3,0,2,1,31399,3,255,1
98269,1,55,1,28,0,0,1,38050,26,93,1
98272,0,50,1,37,0,0,1,32566,124,96,1
98275,0,35,1,3,0,0,1,2630,124,60,1
98293,0,54,1,28,0,0,1,49496,163,27,1
98297,0,40,1,50,0,0,1,30919,26,239,1
98308,1,49,1,34,0,0,1,24117,26,167,1
98311,1,42,1,46,0,0,1,34201,157,192,1
98316,0,43,1,28,0,0,1,66852,26,165,1
98322,1,38,1,28,0,0,1,33059,26,124,1
98341,1,40,1,36,0,0,1,32684,152,48,1
98347,1,32,1,11,0,0,1,2630,157,23,1
98349,1,25,1,11,0,0,1,2630,156,143,1
98368,1,39,1,28,0,0,1,49324,124,54,1
98370,1,58,1,28,0,2,1,50515,26,299,1
98380,0,25,1,47,0,0,1,2630,156,20,1
98385,1,59,1,28,0,0,1,41625,158,18,1
98404,1,45,1,8,0,2,1,97533,124,60,1
98410,0,43,1,28,0,0,1,37343,124,148,1
98415,1,44,1,24,0,0,1,30125,124,242,1
98430,1,46,1,28,0,0,1,33630,124,35,1
98436,1,56,1,41,0,2,1,34844,26,191,1
98445,1,32,1,28,0,0,1,52443,124,222,1
98447,1,37,1,45,0,0,1,2630,157,261,1
98460,0,42,1,8,0,0,1,36589,26,233,1
98465,1,52,1,28,0,0,1,38263,26,193,1
98473,1,57,1,28,0,0,1,35308,26,269,1
98479,1,24,1,36,0,1,0,33981,152,95,1
98498,1,50,1,28,0,0,1,26188,163,156,1
98523,1,71,1,11,0,0,1,36907,124,148,1
98534,1,42,1,15,0,0,1,2630,157,138,1
98537,1,21,1,46,0,1,1,29460,152,228,1
98543,0,47,1,28,0,0,1,66890,26,33,1
98544,1,44,1,28,0,0,1,41886,124,35,1
98547,0,38,1,28,0,0,1,39000,26,204,1
98552,0,44,1,45,0,2,1,2630,26,272,1
98556,1,64,1,28,0,2,1,309867,26,226,1
98558,1,62,1,28,0,2,1,38805,26,250,1
98574,0,50,1,41,0,0,1,41806,124,229,1
98582,1,44,1,28,0,0,1,39531,26,291,1
98600,0,74,1,38,0,0,1,22956,26,236,1
98603,0,37,1,18,0,0,0,24220,124,127,1
98612,1,62,1,48,0,2,1,2630,157,291,1
98632,1,34,1,3,0,0,1,20340,163,152,1
98645,0,33,1,28,0,1,1,2630,124,208,1
98646,0,24,1,15,0,1,1,28555,152,236,1
98669,1,77,1,26,0,2,1,44933,22,74,1
98670,1,58,1,28,0,0,1,38279,124,187,1
98683,1,69,1,28,0,0,1,40642,124,185,1
98685,0,47,1,46,0,0,1,30492,10,268,1
98712,1,43,1,46,0,0,1,31551,124,19,1
98726,1,35,1,18,0,0,1,2630,156,241,1
98739,0,28,1,28,0,1,1,47668,156,151,1
98746,1,26,1,47,0,1,1,30295,152,178,1
98751,1,38,1,25,0,0,1,27570,157,274,1
98753,0,37,1,11,0,0,1,39903,124,99,1
98759,0,31,1,8,0,0,1,2630,124,288,1
98771,1,64,1,28,0,0,1,2630,124,136,1
98782,1,51,1,28,0,0,1,36835,26,60,1
98789,1,54,1,41,0,0,0,23755,26,200,1
98793,1,52,1,28,0,0,1,54286,124,76,1
98796,1,43,1,33,0,0,1,27021,163,33,1
98801,0,55,1,41,0,2,1,27368,26,236,1
98802,1,50,1,3,0,0,1,41943,156,169,1
98807,0,25,1,47,0,1,1,2630,152,167,1
98816,1,39,1,13,0,0,1,31086,25,142,1
98826,0,36,1,0,0,0,1,2630,124,52,1
98855,0,50,1,41,0,0,1,32871,124,95,1
98856,1,61,1,36,0,0,1,2630,26,56,1
98861,1,43,1,28,0,0,1,29163,124,285,1
98864,1,44,1,8,0,0,1,23660,124,155,1
98865,0,42,1,8,0,0,1,32987,124,55,1
98869,0,36,1,29,0,0,1,25980,26,255,1
98871,1,20,1,14,0,1,1,31078,163,150,1
98882,1,56,1,8,0,2,1,38698,124,37,1
98899,1,39,1,28,0,2,1,45187,26,212,1
98904,0,49,1,3,0,2,1,27324,26,227,1
98907,0,40,1,28,0,0,1,2630,26,171,1
98917,1,62,1,29,0,2,1,40834,26,223,1
98918,0,51,1,8,0,0,1,53651,124,28,1
98924,1,46,1,28,0,2,1,38225,26,42,1
98927,1,38,1,45,0,0,1,2630,124,68,1
98951,1,43,1,28,0,0,1,33360,124,256,1
98979,1,36,1,24,0,0,1,31351,26,165,1
98981,1,49,1,28,0,0,1,61458,124,232,1
98996,1,41,1,30,0,0,1,26462,124,36,1
98999,1,58,1,50,0,0,1,27184,26,82,1
99002,0,48,1,28,0,0,1,39681,26,126,1
99006,0,35,1,28,0,0,1,38560,163,78,1
99011,0,68,1,28,0,0,1,32278,124,63,1
99019,0,47,1,28,0,0,1,47898,25,77,1
99024,0,36,1,36,0,0,1,35373,124,221,1
99051,0,22,1,15,0,1,1,38541,152,169,1
99059,1,52,1,28,0,0,1,33848,124,189,1
99060,1,46,1,28,0,0,1,49362,26,259,1
99070,1,32,1,28,0,1,1,31503,124,150,1
99072,1,47,1,28,0,0,1,26468,26,131,1
99073,1,37,1,28,0,0,1,20819,122,268,1
99097,1,36,1,39,0,0,1,37718,124,184,1
99098,1,55,1,47,0,0,1,21857,26,87,1
99100,1,43,1,8,0,0,1,30443,124,93,1
99106,1,32,1,41,0,0,1,23462,163,241,1
99127,0,55,1,28,0,2,1,27893,155,18,1
99142,1,45,1,28,0,0,1,84046,26,197,1
99162,1,49,1,26,0,2,1,33719,9,178,1
99182,1,43,1,11,0,0,1,27381,26,296,1
99189,1,39,1,28,0,0,1,52012,124,130,1
99201,0,35,1,15,0,0,1,30357,152,103,1
99202,0,42,1,28,0,0,1,2630,163,123,1
99211,1,40,1,46,0,0,1,22442,124,65,1
99214,0,32,1,45,0,1,1,29567,152,193,1
99223,0,64,1,8,0,0,1,90600,7,135,1
99225,1,52,1,28,0,1,1,50589,124,292,1
99255,1,41,1,28,0,0,1,43336,124,231,1
99256,1,60,1,28,0,0,1,2630,122,93,1
99267,1,45,1,28,0,0,1,39540,26,69,1
99294,0,35,1,30,0,0,1,2630,157,244,1
99303,0,40,1,35,0,0,1,2630,26,69,1
99317,1,49,1,47,0,2,1,48192,26,297,1
99318,0,41,1,3,0,0,1,26759,26,292,1
99325,1,32,1,29,0,0,1,21729,26,88,1
99343,1,40,1,28,0,0,1,31567,26,272,1
99351,0,32,1,39,0,0,1,31622,26,249,1
99355,0,40,1,11,0,0,1,2630,26,50,1
99357,1,38,1,21,0,0,1,29373,124,176,1
99364,1,29,1,28,0,1,1,43451,124,264,1
99375,1,27,1,6,0,1,1,35358,156,213,1
99378,1,51,1,28,0,2,1,31902,26,219,1
99381,0,65,1,7,0,0,1,44916,122,63,1
99384,0,51,1,28,0,0,1,40389,25,137,1
99430,1,47,1,15,0,0,1,2630,26,115,1
99448,1,40,1,28,0,0,1,61915,122,27,1
99454,1,70,1,28,0,0,1,2630,157,57,1
99457,0,30,1,28,0,0,1,59256,124,189,1
99469,1,32,1,23,0,1,1,34694,153,212,1
99472,1,49,1,3,0,2,1,29992,59,63,1
99473,0,43,1,9,0,2,1,34303,124,228,1
99486,0,46,1,41,0,1,1,2630,124,131,1
99491,0,36,1,8,0,0,1,2630,156,277,1
99497,1,34,1,20,0,0,1,37823,60,137,1
99511,0,36,1,46,0,0,1,27218,157,44,1
99513,0,34,1,28,0,0,1,43655,124,34,1
99518,1,43,1,28,0,0,1,40970,124,212,1
99520,1,51,1,29,0,0,1,23224,124,123,1
99521,1,43,1,28,0,0,1,43418,26,199,1
99524,0,56,1,28,0,2,1,52592,26,166,1
99539,1,40,1,28,0,0,1,64644,124,117,1
99545,1,37,1,3,0,2,1,27133,157,34,1
99546,0,47,1,28,0,0,1,46660,26,187,1
99552,1,32,1,2,0,1,1,38243,152,181,1
99557,0,36,1,28,0,0,1,36042,124,298,1
99577,1,45,1,28,0,0,1,34510,124,243,1
99583,1,29,1,47,0,1,1,27352,152,101,1
99592,0,50,1,46,0,2,1,53323,26,35,1
99593,1,36,1,41,0,0,1,32941,124,209,1
99599,1,50,1,33,0,2,1,62815,26,165,1
99625,0,55,1,8,0,0,1,34431,26,226,1
99635,0,23,1,28,0,0,0,38388,124,278,1
99638,1,22,1,4,0,1,1,29066,152,188,1
99639,1,23,1,28,0,1,1,28532,152,54,1
99651,1,32,1,28,0,1,1,27604,124,40,1
99662,1,49,1,28,0,0,1,34503,124,277,1
99667,0,46,1,19,0,0,1,39248,124,278,1
99669,1,53,1,46,0,0,1,23223,154,140,1
99691,1,38,1,28,0,0,1,48396,26,271,1
99708,1,27,1,28,0,0,1,49278,156,274,1
99728,1,46,1,28,0,0,1,40564,24,179,1
99751,0,25,1,21,0,1,1,26192,152,188,1
99756,1,50,1,8,0,0,1,32984,124,257,1
99776,1,38,1,28,0,0,1,31048,24,268,1
99783,1,46,1,46,0,0,1,40058,26,216,1
99791,1,56,1,46,0,0,1,30122,26,228,1
99805,1,25,1,30,0,1,1,26531,152,61,1
99812,0,46,1,28,0,0,1,47535,26,226,1
99814,1,75,1,8,0,0,1,49484,124,20,1
99820,1,50,1,28,0,0,1,59499,124,22,1
99826,0,52,1,46,0,0,1,29659,26,41,1
99835,0,46,1,41,0,0,1,34788,163,136,1
99841,1,48,1,8,0,2,1,52066,26,43,1
99846,0,49,1,28,0,0,1,37487,124,80,1
99847,0,37,1,37,0,0,1,2630,157,111,1
99883,1,36,1,28,0,0,1,29647,124,182,1
99888,0,34,1,46,0,0,0,19185,26,275,1
99892,1,37,1,8,0,0,1,48729,124,101,1
99900,0,29,1,12,0,1,1,28728,124,279,1
99905,1,24,1,28,0,1,1,2630,157,279,1
99909,1,36,1,38,0,0,1,2630,157,57,1
99925,1,42,1,8,0,0,1,2630,7,38,1
99930,0,40,1,28,0,0,1,47869,124,266,1
99940,1,33,1,28,0,1,1,56313,124,89,1
99942,0,49,1,28,0,0,1,49758,157,185,1
99944,0,31,1,46,0,0,1,2630,154,124,1
99970,0,50,1,29,0,0,1,37079,26,184,1
99986,1,62,1,28,0,0,1,27996,26,38,1
100004,1,66,1,28,0,2,1,2630,45,123,1
100005,1,42,1,33,0,0,1,31226,26,275,1
100010,1,52,1,36,0,0,0,38967,26,101,1
100012,1,38,1,8,0,0,1,26365,26,117,1
100023,1,47,1,23,0,0,1,23082,124,46,1
100029,0,22,1,11,0,1,1,27429,152,234,1
100043,1,57,1,26,0,0,1,32899,26,222,1
100051,1,36,1,28,0,0,1,58141,26,161,1
100088,1,62,1,28,0,0,1,38311,26,66,1
100092,0,46,1,23,0,0,1,35149,124,38,1
100094,1,42,1,7,0,2,1,34785,124,47,1
100096,1,34,1,31,0,0,1,2630,154,152,1
100102,1,60,1,26,0,0,1,28718,120,241,1
100123,1,63,1,28,0,0,1,43938,26,171,1
100146,0,35,1,46,0,0,1,2630,156,191,1
100157,1,61,1,8,0,0,1,34003,124,18,1
100162,1,54,1,28,0,0,1,30658,124,156,1
100163,1,59,1,28,0,0,1,44368,26,56,1
100184,1,55,1,28,0,2,1,42737,55,179,1
100196,0,37,1,11,0,0,1,37064,124,256,1
100208,1,48,1,28,0,2,1,52665,26,100,1
100216,0,68,1,28,0,0,1,24636,124,117,1
100217,1,59,1,33,0,0,1,2630,156,109,1
100221,0,63,1,28,0,0,1,47779,26,217,1
100230,1,60,1,28,0,0,1,28964,156,230,1
100242,1,35,1,17,0,0,1,2630,124,43,1
100248,0,50,1,2,0,0,1,32479,156,282,1
100251,1,51,1,41,0,2,1,39284,26,187,1
100263,1,44,1,28,0,0,1,52115,26,221,1
100270,1,40,1,10,0,0,1,2630,26,293,1
100277,1,45,1,28,0,0,1,36370,124,161,1
100280,1,69,1,41,0,0,1,42829,26,43,1
100283,1,21,1,33,0,1,1,26094,152,169,1
100294,0,43,1,28,0,0,1,43506,26,281,1
100299,1,36,1,50,0,0,1,2630,124,158,1
100304,1,37,1,11,0,0,1,2630,157,243,1
100307,1,52,1,3,0,0,1,21093,163,293,1
100330,1,52,1,28,0,0,1,29059,26,73,1
100365,1,30,1,28,0,0,1,38737,156,66,1
100385,0,46,1,47,0,0,1,37566,124,124,1
100388,1,53,1,28,0,0,1,44572,122,283,1
100393,1,55,1,10,0,0,1,25302,124,154,1
100394,0,23,1,8,0,0,1,44996,26,142,1
100407,1,39,1,28,0,0,1,37592,124,69,1
100414,1,39,1,8,0,0,1,45959,26,54,1
100425,1,23,1,6,0,0,1,24769,26,193,1
100426,1,40,1,32,0,0,1,53736,124,58,1
100433,0,61,1,35,0,0,1,38395,26,11,1
100435,1,50,1,11,0,0,1,17429,26,99,1
100439,1,53,1,7,0,0,1,48346,124,251,1
100441,0,40,1,28,0,1,1,63309,122,229,1
100449,1,20,1,3,0,1,1,33040,160,130,1
100457,0,21,1,15,0,1,1,2630,156,14,1
100476,1,52,1,28,0,2,1,72922,26,256,1
100479,0,31,1,30,0,1,1,2630,152,295,1
100494,1,33,1,8,0,1,1,2630,157,62,1
100507,0,36,1,28,0,0,1,27123,163,279,1
100509,1,76,1,28,0,0,1,40615,26,292,1
100516,1,33,1,29,0,0,1,28394,124,267,1
100518,0,76,1,39,0,0,1,2630,157,209,1
100522,1,40,1,46,0,0,1,32730,21,107,1
100546,0,46,1,28,0,2,1,56520,26,78,1
100547,1,35,1,28,0,0,1,30316,124,36,1
100548,0,40,1,46,0,0,1,28584,30,120,1
100549,1,31,1,28,0,0,1,2630,124,91,1
100554,1,45,1,3,0,0,1,40987,124,98,1
100569,1,38,1,28,0,0,1,2630,122,83,1
100575,1,49,1,28,0,2,1,54007,26,184,1
100589,1,50,1,41,0,0,1,35187,26,105,1
100599,0,66,1,28,0,0,1,38687,24,154,1
100605,0,76,1,28,0,0,1,37773,26,99,1
100609,1,46,1,14,0,0,1,33253,26,118,1
100611,1,56,1,28,0,2,1,78328,26,102,1
100619,1,63,1,20,0,2,1,2630,26,191,1
100623,0,58,1,28,0,0,1,49145,26,171,1
100636,0,44,1,33,0,0,1,33771,124,256,1
100644,0,47,1,28,0,2,1,44928,26,237,1
100650,0,48,1,28,0,0,1,40173,26,161,1
100671,1,55,1,8,0,2,1,43079,25,154,1
100683,1,43,1,28,0,0,1,47099,124,136,1
100691,0,42,1,28,0,0,1,30183,26,296,1
100706,0,24,1,15,0,1,1,44236,152,130,1
100728,1,37,1,28,0,0,1,61378,124,115,1
100731,0,43,1,30,0,0,1,2630,157,64,1
100739,1,54,1,8,0,0,1,2630,26,266,1
100745,1,40,1,28,0,0,1,26431,124,93,1
100755,0,22,1,3,0,1,1,27110,152,275,1
100759,1,22,1,33,0,0,1,2630,124,69,1
100765,0,35,1,30,0,0,1,30120,154,56,1
100766,1,64,1,8,0,0,1,66998,25,154,1
100767,0,49,1,7,0,0,1,46703,26,131,1
100776,0,41,1,8,0,0,1,31319,124,11,1
100777,0,55,1,35,0,0,1,2630,26,268,1
100787,0,31,1,35,0,1,1,24373,124,87,1
100788,0,54,1,37,0,2,1,34861,122,221,1
100811,1,43,1,8,0,0,1,41170,7,26,1
100827,1,21,1,45,1,1,1,32733,152,13,1
100841,1,44,1,28,0,0,1,48654,26,256,1
100842,1,56,1,28,0,0,1,45587,26,158,1
100850,1,40,1,28,0,0,1,35762,124,18,1
100851,1,54,1,41,0,0,1,43153,26,287,1
100866,1,39,1,28,0,0,1,24309,26,230,1
100874,1,50,1,8,0,0,1,32489,124,164,1
100876,0,26,1,28,0,1,1,25436,26,220,1
100901,0,47,1,8,0,0,1,2630,156,143,1
100904,0,46,1,28,0,0,1,44699,24,110,1
100905,1,56,1,28,0,0,1,35166,122,238,1
100913,1,44,1,30,0,0,1,2630,156,200,1
100925,1,44,1,45,0,0,1,2630,124,116,1
100937,1,36,1,28,0,0,1,38336,124,232,1
100939,1,43,1,41,0,0,1,76864,125,144,1
100940,1,51,1,15,0,0,1,32188,14,157,1
100941,1,54,1,45,0,0,1,33653,26,82,1
100950,0,40,1,14,0,0,1,16705,26,157,1
100956,1,36,1,28,0,0,1,2630,163,73,1
100957,1,62,1,8,0,0,1,31576,26,131,1
100965,1,47,1,46,0,0,1,29365,26,219,1
100966,0,42,1,28,0,0,1,36315,26,208,1
100975,1,55,1,28,0,0,1,37742,122,96,1
100976,0,56,1,8,0,0,1,46123,7,158,1
100980,0,52,1,28,0,0,1,38497,26,47,1
100981,1,31,1,46,0,0,1,27084,157,134,1
100994,1,48,1,28,0,0,1,47533,26,221,1
101010,1,46,1,28,0,0,1,42376,26,23,1
101032,1,29,1,28,0,1,1,36669,152,94,1
101063,0,61,1,46,0,0,1,23593,156,10,1
101076,1,47,1,31,0,0,1,2630,157,45,1
101088,1,41,1,23,0,0,1,36928,124,212,1
101092,1,43,1,36,0,0,1,29111,124,273,1
101100,0,54,1,8,0,0,1,29836,157,93,1
101108,1,44,1,45,0,0,1,30260,124,111,1
101118,0,46,1,36,0,0,1,29147,124,142,1
101121,1,41,1,28,0,0,1,40671,124,33,1
101125,1,35,1,28,0,0,1,40676,154,57,1
101134,1,37,1,33,0,0,1,34258,138,145,1
101139,1,31,1,3,0,0,1,19028,124,295,1
101147,0,31,1,28,0,0,1,21804,157,285,1
101158,1,59,1,28,0,2,1,2630,124,33,1
101159,1,21,1,47,0,1,1,26063,159,77,1
101162,0,40,1,7,0,0,1,35599,21,146,1
101164,0,45,1,46,0,0,1,31628,124,53,1
101181,1,30,1,28,0,0,1,34591,156,268,1
101209,0,46,1,28,0,0,1,38787,26,256,1
101223,0,24,1,41,0,1,1,32192,152,85,1
101245,1,48,1,8,0,0,1,30425,124,295,1
101256,0,48,1,50,0,0,1,28249,30,136,1
101273,0,23,1,28,0,1,1,59697,156,244,1
101274,1,66,1,28,0,0,1,54789,26,179,1
101290,1,32,1,49,0,0,1,2630,156,197,1
101293,1,24,1,28,0,1,1,20461,152,41,1
101308,0,22,1,41,0,1,1,36468,163,25,1
101331,0,47,1,39,0,0,1,38123,124,126,1
101333,0,39,1,46,0,0,1,37672,26,125,1
101339,0,24,1,47,0,1,1,30587,152,298,1
101349,1,51,1,41,0,0,1,39709,124,41,1
101363,1,62,1,28,0,0,1,34836,26,241,1
101367,0,38,1,41,0,0,1,33744,12,32,1
101372,1,56,1,50,0,2,1,35936,3,121,1
101373,0,47,1,49,0,0,1,2630,26,15,1
101380,1,38,1,37,0,0,1,31394,124,76,1
101384,0,50,1,28,0,0,1,35974,26,177,1
101386,0,39,1,37,0,1,0,2630,1,74,1
101387,1,61,1,11,0,0,1,30873,26,148,1
101397,1,32,1,28,0,1,1,21256,152,175,1
101416,1,65,1,8,0,2,1,40984,124,23,1
101424,1,66,1,46,0,0,1,28437,124,150,1
101428,1,44,1,28,0,0,1,34227,26,38,1
101435,1,44,1,28,0,2,1,2630,124,285,1
101438,0,38,1,28,0,0,1,23971,124,291,1
101448,0,62,1,4,0,0,1,27153,26,114,1
101452,1,68,1,28,0,0,1,45758,26,231,1
101469,1,51,1,8,0,0,1,60324,26,111,1
101477,1,41,1,28,0,0,1,32089,26,291,1
101480,1,64,1,28,0,0,1,52412,122,289,1
101501,1,39,1,28,0,0,1,2630,122,269,1
101528,0,42,1,28,0,0,1,36806,124,143,1
101536,0,42,1,28,0,0,1,37541,26,198,1
101540,0,44,1,28,0,0,1,32195,124,101,1
101541,1,57,1,8,0,0,1,33057,26,77,1
101542,0,70,1,15,0,0,1,34808,25,171,1
101549,0,47,1,36,0,0,1,2630,157,239,1
101555,1,47,1,28,0,0,1,31873,26,144,1
101569,0,51,1,11,0,0,1,2630,26,54,1
101573,1,25,1,11,0,1,1,36182,163,144,1
101586,1,68,1,28,0,0,1,50019,55,287,1
101588,0,41,1,28,0,0,1,28916,124,45,1
101596,1,61,1,18,0,0,1,36382,26,287,1
101605,1,47,1,28,0,2,1,61420,26,200,1
101615,1,66,1,28,0,2,1,65132,124,227,1
101625,0,50,1,28,0,0,1,38984,52,274,1
101626,1,43,1,28,0,2,1,37284,26,178,1
101627,1,44,1,28,0,0,1,2630,154,216,1
101631,1,22,1,28,0,1,1,42959,152,136,1
101636,1,55,1,4,0,0,1,2630,156,151,1
101638,1,41,1,28,0,0,1,43678,26,65,1
101641,0,44,1,28,0,0,1,2630,124,202,1
101643,0,53,1,28,0,2,1,30428,26,176,1
101646,1,53,1,28,0,0,1,38016,55,83,1
101647,0,64,1,7,0,0,1,55025,26,253,1
101651,1,74,1,28,0,0,0,30247,26,46,1
101672,1,34,1,28,0,0,1,39279,124,135,1
101678,1,66,1,28,0,0,1,86343,26,188,1
101679,0,80,1,28,0,0,1,49989,30,289,1
101688,1,40,1,8,0,0,1,34334,26,275,1
101696,1,51,1,46,0,0,1,32432,124,261,1
101699,1,65,1,30,0,0,1,20486,26,49,1
101720,0,70,1,4,0,0,1,41048,124,121,1
101725,0,46,1,18,0,0,1,2630,26,119,1
101729,1,61,1,45,0,2,1,20645,124,88,1
101744,0,41,1,28,0,2,1,51400,26,253,1
101749,0,29,1,41,0,1,1,21765,124,141,1
101769,0,43,1,28,0,2,1,38295,122,10,1
101778,1,38,1,29,0,0,1,29244,124,44,1
101780,1,40,1,28,0,0,1,30604,26,47,1
101800,1,31,1,28,0,1,1,2630,158,194,1
101807,0,73,1,28,0,0,1,27810,124,154,1
101808,0,38,1,28,0,0,1,31796,124,18,1
101815,1,35,1,46,0,0,1,29696,124,269,1
101825,0,53,1,20,0,0,1,2630,157,186,1
101826,1,43,1,28,0,2,1,36219,124,65,1
101862,0,47,1,41,0,0,1,33919,26,278,1
101878,0,50,1,28,0,0,1,65631,25,120,1
101883,1,57,1,28,0,0,1,35883,122,34,1
101884,0,80,1,28,0,2,1,63420,26,60,1
101886,1,40,1,3,0,0,1,2630,163,292,1
101889,1,41,1,8,1,0,0,44498,157,79,1
101892,1,80,1,47,0,0,1,28927,26,106,1
101894,0,22,1,11,0,1,1,31656,152,279,1
101896,0,39,1,46,0,0,1,30861,154,195,1
101901,1,62,1,12,0,0,1,28368,157,215,1
101915,1,63,1,8,0,0,1,2630,26,272,1
101920,0,24,1,28,0,1,0,36367,152,108,1
101925,1,52,1,45,0,0,1,26396,26,244,1
101926,1,46,1,8,0,0,1,30065,124,272,1
101927,0,62,1,8,0,0,1,36839,124,133,1
101929,0,29,1,11,0,1,1,24184,154,203,1
101942,1,51,1,46,0,0,1,29615,26,258,1
101969,1,37,1,18,0,0,1,2630,124,46,1
101971,0,35,1,28,0,0,1,44767,152,272,1
101977,1,35,1,3,0,0,1,23027,152,36,1
101980,1,40,1,4,0,0,1,23680,124,283,1
101983,1,43,1,35,0,0,1,29227,26,202,1
101995,0,50,1,48,0,0,1,2630,124,51,1
102003,0,48,1,28,0,0,1,33911,26,36,1
102008,0,50,1,28,0,0,1,23770,124,187,1
102050,1,25,1,45,0,1,1,21392,160,56,1
102054,0,52,1,28,0,0,1,56016,124,96,1
102056,1,39,1,47,0,0,1,26845,155,66,1
102071,1,62,1,28,0,0,1,33287,124,53,1
102075,1,41,1,29,0,0,1,27721,26,103,1
102080,1,53,1,28,0,0,1,45732,26,39,1
102081,1,46,1,28,0,0,1,43369,124,271,1
102082,1,50,1,28,0,0,1,29192,26,81,1
102086,1,49,1,20,0,0,1,2630,26,200,1
102094,1,61,1,28,0,0,1,33352,26,187,1
102097,0,21,1,46,0,1,1,24630,152,201,1
102111,1,65,1,20,0,0,1,2630,124,89,1
102124,1,42,1,28,0,0,1,28173,13,278,1
102142,0,53,1,39,0,0,1,42919,163,24,1
102145,1,36,1,8,0,0,1,39100,124,39,1
102156,0,43,1,14,0,0,1,38611,26,86,1
102164,1,54,1,28,0,2,1,42610,26,139,1
102171,1,41,1,8,0,0,1,22263,26,279,1
102173,0,53,1,33,0,0,1,21521,163,257,1
102193,1,62,1,28,0,0,1,47062,26,287,1
102197,0,40,1,18,0,0,1,28869,124,30,1
102204,0,43,1,28,0,0,1,50674,124,254,1
102207,1,67,1,20,0,0,1,2630,26,136,1
102220,0,50,1,28,0,2,1,70292,26,185,1
102227,1,53,1,28,0,0,1,42144,26,71,1
102241,1,49,1,28,0,0,1,41927,55,71,1
102242,1,59,1,11,0,0,1,29988,26,247,1
102264,0,38,1,37,0,0,1,32594,124,208,1
102274,1,45,1,28,0,2,1,30953,26,91,1
102276,0,43,1,28,0,0,1,36612,124,53,1
102279,1,61,1,28,0,0,1,44491,26,29,1
102281,1,40,1,13,0,0,1,2630,124,242,1
102283,1,81,1,28,0,0,1,2630,26,190,1
102286,0,57,1,38,0,0,1,44056,157,276,1
102294,1,43,1,28,0,2,1,336395,26,201,1
102298,1,55,1,29,0,0,1,69108,26,271,1
102307,1,25,1,23,0,1,1,25997,152,195,1
102317,1,55,1,28,0,2,1,36608,52,75,1
102323,1,45,1,8,0,0,1,35106,26,247,1
102324,0,38,1,28,0,0,0,35677,156,278,1
102327,0,38,1,46,0,0,1,17246,26,230,1
102328,1,60,1,28,0,0,1,2630,26,109,1
102331,1,40,1,28,0,0,1,2630,124,98,1
102341,1,21,1,29,0,0,1,27327,163,250,1
102353,1,42,1,33,0,0,1,2630,163,145,1
102362,1,32,1,36,0,0,1,27039,124,126,1
102373,1,46,1,3,0,0,1,31299,26,115,1
102375,1,45,1,28,0,0,1,38190,124,173,1
102380,1,54,1,41,0,0,1,39774,26,228,1
102383,1,48,1,28,0,0,1,26409,26,80,1
102388,0,43,1,29,0,0,1,2630,124,86,1
102392,1,36,1,43,0,0,1,2630,154,192,1
102398,1,44,1,28,0,0,1,30691,124,210,1
102401,1,61,1,28,0,0,1,49430,26,139,1
102405,1,38,1,28,0,0,1,43574,52,159,1
102408,0,47,1,3,0,0,1,2630,124,249,1
102416,0,29,1,46,0,1,1,2630,26,221,1
102418,1,45,1,8,0,0,1,36290,124,109,1
102427,1,61,1,41,0,2,1,34299,124,196,1
102434,0,36,1,28,0,0,1,30206,26,222,1
102436,0,24,1,28,0,1,1,40800,152,219,1
102439,1,64,1,29,0,2,1,2630,26,26,1
102448,1,44,1,28,0,0,1,26213,26,166,1
102455,1,51,1,28,0,0,1,50826,26,130,1
102460,1,38,1,2,0,0,1,29436,124,112,1
102462,1,51,1,30,0,0,1,2630,26,19,1
102485,1,40,1,29,0,0,1,38975,124,132,1
102487,0,29,1,15,0,1,1,2630,152,99,1
102489,1,35,1,8,0,0,1,43446,31,141,1
102490,0,51,1,28,0,0,1,33187,124,131,1
102493,1,43,1,28,0,2,1,41917,26,150,1
102507,0,36,1,38,0,0,1,35777,152,149,1
102508,1,48,1,28,0,0,1,50140,26,50,1
102514,0,25,1,28,0,1,1,30500,163,153,1
102524,1,57,1,28,0,0,1,62557,26,77,1
102526,1,26,1,45,0,1,1,28023,26,24,1
102527,1,53,1,35,0,0,1,32504,26,119,1
102537,1,37,1,11,0,0,1,2630,157,135,1
102540,0,48,1,28,0,0,1,54072,24,88,1
102552,0,42,1,11,0,0,1,30421,124,88,1
102565,1,51,1,48,0,0,1,2630,15,123,1
102568,1,34,1,32,0,0,1,2630,156,113,1
102569,1,51,1,29,0,0,1,29036,124,246,1
102579,0,32,1,35,0,1,1,39654,26,286,1
102581,0,47,1,29,0,2,1,47633,26,158,1
102595,1,53,1,12,0,0,1,2630,124,194,1
102599,0,33,1,29,0,0,1,2630,157,49,1
102602,1,33,1,41,0,1,1,23861,124,270,1
102607,1,37,1,11,0,0,1,26340,124,18,1
102610,0,21,1,15,0,1,0,35846,152,14,1
102614,0,40,1,8,0,0,1,47605,26,20,1
102634,1,41,1,28,0,0,1,62057,122,83,1
102636,1,60,1,11,0,0,1,35328,26,112,1
102637,1,44,1,45,0,0,1,22567,124,232,1
